,respondent_id,h1n1_vaccine,seasonal_vaccine
51,26758,0.9635753307746504,0.93032229937817
52,26759,0.023815285247225804,0.025544956812460298
53,26760,0.9683283205014167,0.27616783929903943
54,26761,0.9459061968825628,0.9311983021673612
55,26762,0.8267147003600726,0.6863703586649046
56,26763,0.9800011654535313,0.7279273926821782
57,26764,0.9827643690958163,0.5630752045005623
58,26765,0.9846093611998378,0.9425699252632259
59,26766,0.9565959526553095,0.1548151030335388
60,26767,0.8209032593519198,0.14875790630803387
61,26768,0.9568097244685528,0.5870615651659729
62,26769,0.9370952448492271,0.09444842492912986
63,26770,0.5733732724970151,0.0031111097422153473
64,26771,0.9994653076332871,0.9776322770699287
65,26772,0.9781857968464001,0.6996379513983021
66,26773,0.92831377401892,0.4312861294001984
67,26774,0.8809992069250668,0.6315311513504492
68,26775,0.8209996992825691,0.12975311733061426
69,26776,0.994186696948418,0.9778131995173325
70,26777,0.9904458310117518,0.9073505698866973
71,26778,0.9909947327542368,0.7757343303587704
72,26779,0.7956397682343943,0.11033280478726229
73,26780,0.9126774238475184,0.33514623682955147
74,26781,0.028081442046207584,0.0184677791924265
75,26782,0.9706161471911611,0.010693459872459987
76,26783,0.8653528198655329,0.9579023764302892
77,26784,0.9627278641361329,0.1519373809851948
78,26785,0.9671706337477564,0.9950391325629838
79,26786,0.9983385810571966,0.98276261575595
80,26787,0.8632226456017204,0.044963231131996684
81,26788,0.9893987486499396,0.7949041293528976
82,26789,0.9532828198987995,0.9581280200736242
83,26790,0.9065406867542478,0.9675275490454452
84,26791,0.9957766512981056,0.8867458307055954
85,26792,0.9943020505933833,0.9828816041288525
86,26793,0.9623196249048682,0.1996120418781556
87,26794,0.9278010781058557,0.5447931737736321
88,26795,0.015559486413146358,0.04235033488188588
89,26796,0.9389738410206744,0.8067443197363537
90,26797,0.9469581929406601,0.6940383953138879
91,26798,0.990348746473204,0.5301385047617172
92,26799,0.6264158646889204,0.916895813215586
93,26800,0.9283680406239588,0.34979733522360495
94,26801,0.946587864218009,0.753531024465635
95,26802,0.9970179015250985,0.9623805546291799
96,26803,0.024292026688052415,0.001247692594173472
97,26804,0.801520867369284,0.47531949666486784
98,26805,0.8831614041087245,0.1931439922946109
99,26806,0.999887841163852,0.6824032752148986
100,26807,0.8931308520166782,0.17180104304803442
101,26808,0.92856702254572,0.027968898917297404
102,26809,0.7692020290779108,0.4725518487791762
103,26810,0.9994546204193537,0.9992691270672575
104,26811,0.9483790503144963,0.6995353556233868
105,26812,0.9947814007468986,0.9020465539356167
106,26813,0.9961483626890191,0.9114795801173335
107,26814,0.9979227911720405,0.43569146548433146
108,26815,0.8867860781140413,0.09473129953865346
109,26816,0.9956730075132348,0.8097056643664993
110,26817,0.44839285880076685,0.21854660197822603
111,26818,0.9949802136853207,0.14426525486876146
112,26819,0.9449471863845035,0.32230943611443175
113,26820,0.020809849342914525,0.02772726105507876
114,26821,0.9994619843916862,0.9981626338775161
115,26822,0.5501407050689665,0.5020485916536
116,26823,0.9993434111539333,0.8828304493010932
117,26824,0.04969195197759198,0.014535698709859091
118,26825,0.9630680914695842,0.10234602506186535
119,26826,0.9897546602574918,0.9530090537734057
120,26827,0.9739357127583774,0.9808172138710347
121,26828,0.9853635495691025,0.8464626553389089
122,26829,0.8998719782985027,0.6099550846367631
123,26830,0.598000065303129,0.2838937231041704
124,26831,0.9997591317889591,0.9991930539264935
125,26832,0.7827301991755263,0.8014221243190985
126,26833,0.980802456360936,0.8864619442328977
127,26834,0.0482388906381701,0.08393573605243983
128,26835,0.9949393913235224,0.9374837351620787
129,26836,0.998640921811335,0.9922617166971838
130,26837,0.9717777298362121,0.8799824989135759
131,26838,0.3412010912020558,0.10876327224145145
132,26839,0.13198472962679922,0.009117414419745496
133,26840,0.9827190165318886,0.959902542660533
134,26841,0.9034378476947094,0.812745085374649
135,26842,0.9968717321861306,0.9962097086129234
136,26843,0.9982974558783311,0.9954025890298283
137,26844,0.8210471721310856,0.6908659031883716
138,26845,0.973693917908534,0.5658195637336856
139,26846,0.0076095247361336734,0.0018529136965062005
140,26847,0.7767662147583434,0.011409355967770417
141,26848,0.9876596702087256,0.936916931156513
142,26849,0.8399416702886837,0.1636267790600567
143,26850,0.9903289015239255,0.30167661698774056
144,26851,0.993902553903144,0.9675105028371164
145,26852,0.9988578671034194,0.9983908560104547
146,26853,0.7878318550824673,0.2088320367027706
147,26854,0.9799329979264432,0.9707947126835911
148,26855,0.9522963274308198,0.8811935483495954
149,26856,0.9996598221541669,0.3829553277445725
150,26857,0.7685230868461796,0.047237778867788134
151,26858,0.11794372088504043,0.7789081736022064
152,26859,0.997105274690205,0.9831762754819646
153,26860,0.9909989661994028,0.9679057491590121
154,26861,0.9989460024129894,0.9264309236820905
155,26862,0.9955636920462246,0.9667011875444375
156,26863,0.9706046113670275,0.9221455670963645
157,26864,0.014033651836283032,0.024592525873636684
158,26865,0.9646203637067798,0.7994525713605785
159,26866,0.37781924943698847,0.011503989873884365
160,26867,0.9694850432746486,0.7298049176842117
161,26868,0.4098339727352192,0.22248655389055078
162,26869,0.9912423804630435,0.9428443078268509
163,26870,0.9885386277052927,0.9131206252133999
164,26871,0.9573152481004181,0.14590638284666896
165,26872,0.9357894621302774,0.09139108556359346
166,26873,0.47318596064370566,0.8173695557972734
167,26874,0.19089744924562826,0.10673450833963703
168,26875,0.9873715216272669,0.9751584094171885
169,26876,0.11474748190971923,0.00633082558789218
170,26877,0.9707891530673114,0.9417545265755691
171,26878,0.9447652564885348,0.2068668317886781
172,26879,0.9600176693461174,0.21381061762516382
173,26880,0.012770618589042214,0.008104486633384908
174,26881,0.9181846390861212,0.6671665232328913
175,26882,0.5456803108212319,0.03262972165856532
176,26883,0.8904295283107109,0.5302144992935351
177,26884,0.9932519115153894,0.9513324514771133
178,26885,0.9961864469004077,0.9870241231456651
179,26886,0.642103367674261,0.32133310104706214
180,26887,0.20651555813735767,0.00842338489511129
181,26888,0.355420963897836,0.030568240009498256
182,26889,0.9981931357998585,0.994674526557093
183,26890,0.9989406590386822,0.9998048715938751
184,26891,0.9855100769065265,0.9030001880247333
185,26892,0.007434078212146614,0.001644285769511578
186,26893,0.9795799596745188,0.938006408673823
187,26894,0.9948341944663877,0.15518745118349883
188,26895,0.9941917916125321,0.861225785521346
189,26896,0.9847390120274327,0.9962017230992961
190,26897,0.9544082351364221,0.46135174216954256
191,26898,0.9679698262225427,0.9417270266202621
192,26899,0.9515086927350728,0.7611229050393199
193,26900,0.22527580908250996,0.05215903960186869
194,26901,0.9983452382190744,0.10133255291964988
195,26902,0.9743718659045019,0.9596639927601189
196,26903,0.021927579011461647,0.0054062979200602
197,26904,0.9637220506613586,0.5382173235753221
198,26905,0.9999151225519354,0.9993105464641314
199,26906,0.9981682159325178,0.9890253510427449
200,26907,0.7977328952571796,0.5815364302722559
201,26908,0.9776310458235143,0.6563497188225951
202,26909,0.9983005607822018,0.9355963491196349
203,26910,0.7212089922305153,0.2663434484215612
204,26911,0.9972983602445773,0.9477957382934128
205,26912,0.3586888625418969,0.019139386612139802
206,26913,0.9858225945724728,0.6262249081889484
207,26914,0.9795214778490972,0.8982207181809222
208,26915,0.9995436444774969,0.9829676478293726
209,26916,0.9283340504259446,0.7924247437620936
210,26917,0.8006406150434237,0.09889624487672227
211,26918,0.35370829185990404,0.1017989679273793
212,26919,0.8947571939526003,0.1886157681804434
213,26920,0.7654247370096715,0.5313870410099941
214,26921,0.9990081787521004,0.9904414260324687
215,26922,0.9568669890503716,0.8326594437787892
216,26923,0.35774018035312677,0.20372434058350652
217,26924,0.8880765362989462,0.5180717707351401
218,26925,0.9835229891287285,0.7593939042189464
219,26926,0.9994380950304869,0.9927116443827647
220,26927,0.21382420497297297,0.04676205319791576
221,26928,0.1280680204272144,0.011630755578435643
222,26929,0.9580361184722687,0.961605952844141
223,26930,0.9944666649584043,0.998651870200115
224,26931,0.9218702779808028,0.689910475647108
225,26932,0.9716892521266045,0.6342290082176346
226,26933,0.9854121347482099,0.7742170113528914
227,26934,0.08099739426289904,0.029440715801390956
228,26935,0.9455330438570237,0.7745712373463679
229,26936,0.9944192858803192,0.8791353723179892
230,26937,0.9590098431075278,0.4918515126556105
231,26938,0.6473730898796087,0.23035245120720654
232,26939,0.9626547279829635,0.9060201669359752
233,26940,0.009601305638335491,0.0027306527314319862
234,26941,0.9237250137030558,0.7657035754764155
235,26942,0.9725876512347831,0.8220378351579776
236,26943,0.9792404134829936,0.9360126101690449
237,26944,0.9759404183679052,0.9686621371760981
238,26945,0.9910693168339355,0.980258593731528
239,26946,0.8492185683343965,0.9842694913895079
240,26947,0.9988403253844987,0.7159023211201875
241,26948,0.9978172898575265,0.8965082561846438
242,26949,0.0960129538881457,0.05313147637212279
243,26950,0.8348712595934642,0.7382155643652255
244,26951,0.9297519864184907,0.7144362098218495
245,26952,0.998164890222917,0.21684548893773775
246,26953,0.9893932128187749,0.9048488733773075
247,26954,0.04655625854521132,0.0024994105092074675
248,26955,0.9975794216109808,0.9984505425846842
249,26956,0.7611515713459444,0.834686607521222
250,26957,0.9751419629972705,0.4071434210539985
251,26958,0.15608585336578487,0.10235596898389061
252,26959,0.9994155628750749,0.9779458818499375
253,26960,0.9407453890274662,0.14672376287668745
254,26961,0.9915779615527893,0.9737345108833096
255,26962,0.9772239688754993,0.9882621529194532
256,26963,0.3998880477601815,0.0352792309948043
257,26964,0.9953652870016527,0.9097303919064655
258,26965,0.05660100067911921,0.003491781214526324
259,26966,0.8653063154325408,0.05443995173807791
260,26967,0.9882488521504718,0.9942402450578303
261,26968,0.9942294794617386,0.9899999716159237
262,26969,0.9987485762287506,0.9090076056985397
263,26970,0.9741725768449918,0.8878534491938187
264,26971,0.9763464213789025,0.9118119980148887
265,26972,0.9934751230654848,0.8245471966509158
266,26973,0.9559364626122582,0.519641373213199
267,26974,0.6582034854093105,0.3417405362927771
268,26975,0.012801847581141812,0.0008025823955431554
269,26976,0.7247630338506502,0.13250214386116432
270,26977,0.9881947247364049,0.97565065536889
271,26978,0.9932581924101445,0.9682023661624971
272,26979,0.9815960728041205,0.1240190475171867
273,26980,0.9819736144999319,0.6152145011037286
274,26981,0.9974615328908446,0.7344182196758797
275,26982,0.02155659443996514,0.006178169229573462
276,26983,0.02558822156246375,0.19457626761616748
277,26984,0.9900834070373107,0.9386082299251997
278,26985,0.8507121061289146,0.03125054496240818
279,26986,0.47664916776105204,0.036536056864779225
280,26987,0.9933141828311836,0.36305169748325256
281,26988,0.7318846425556471,0.28747727229829023
282,26989,0.9218655545564802,0.35583706285112565
283,26990,0.22959475053675502,0.43163752757088036
284,26991,0.9784555567398083,0.9996741331237285
285,26992,0.9219339351606116,0.7162832769808646
286,26993,0.9742953468637411,0.6869586694579843
287,26994,0.06967658891181987,0.9943587651130764
288,26995,0.9891048396206786,0.7866771978889957
289,26996,0.9999721974455922,0.9999309954447693
290,26997,0.9879266624545613,0.47756763860081425
291,26998,0.9953253464476818,0.8143719164175182
292,26999,0.005633209539675843,0.01341244871498846
293,27000,0.2494386122225467,0.03003669704094374
294,27001,0.5352699782200002,0.14405432331310586
295,27002,0.9548207139094131,0.07385120727539426
296,27003,0.9969067855478887,0.9954596753197189
297,27004,0.21663157633494387,0.18256878509501825
298,27005,0.9900153340026966,0.6661925562069745
299,27006,0.4524902619021102,0.24304036388902375
300,27007,0.2012734065896696,0.017194132781273415
301,27008,0.9799156933569793,0.958765022539051
302,27009,0.9883889229901586,0.36784396860823443
303,27010,0.9955199755372379,0.6652813644239512
304,27011,0.011228486568644905,0.00032265044576166793
305,27012,0.9983585538684948,0.9778814850337044
306,27013,0.5453967506835925,0.005411222054580687
307,27014,0.9992883484703488,0.849656096193437
308,27015,0.9995445548255062,0.9861755812798598
309,27016,0.8253785766569038,0.45471789633818893
310,27017,0.9518323392652691,0.9301644135168082
311,27018,0.7439182625087623,0.33935399290316
312,27019,0.9960203823998327,0.9938977512589688
313,27020,0.9755373938646281,0.9949860034474988
314,27021,0.08592186694333517,0.007019698431951925
315,27022,0.2583079239140679,0.009252146469546375
316,27023,0.9872611219778227,0.9453964664415953
317,27024,0.9978977932121564,0.9900949091439266
318,27025,0.7282011255951928,0.2901096537718
319,27026,0.8223972537831512,0.9926158915737446
320,27027,0.02355017341214966,0.002767781342487911
321,27028,0.992762155139228,0.8738110083064622
322,27029,0.9460854810203926,0.2556461978244543
323,27030,0.9559183681288173,0.9974230117380275
324,27031,0.4734131139210429,0.33502140874104486
325,27032,0.3547882686217407,0.12272183013292004
326,27033,0.7204759141534167,0.17293471002535812
327,27034,0.02556103692640755,0.00013211062729311717
328,27035,0.9844667167283168,0.6931475196477764
329,27036,0.9990271649152117,0.7186488348108313
330,27037,0.8806025336434425,0.46080141219367426
331,27038,0.9349039627869893,0.1590014718072969
332,27039,0.9990117876968628,0.9529297698118088
333,27040,0.9843362098147055,0.5999347464053089
334,27041,0.9921699518517241,0.7798387374271251
335,27042,0.9656998773442267,0.8746527775172611
336,27043,0.7280403016093927,0.3035698284216599
337,27044,0.4489433605136725,0.029780605815301404
338,27045,0.015798159345640033,0.019889288284303863
339,27046,0.8677565906105881,0.9241842379328141
340,27047,0.032265942426019906,0.0029393445357538063
341,27048,0.9842107575118189,0.9116756057340148
342,27049,0.15134770914120335,0.0751615930264468
343,27050,0.7642102332302839,0.17216776282900548
344,27051,0.9917151844037152,0.812626801942306
345,27052,0.487568752757968,0.09888286875053325
346,27053,0.9168948376150995,0.7810688224215285
347,27054,0.27781082593844963,0.005712631980413558
348,27055,0.9730975142950293,0.5688537246314154
349,27056,0.969750974480109,0.9292307291761002
350,27057,0.7322966456343779,0.5393338184416008
351,27058,0.9925545212766811,0.6390194334029116
352,27059,0.08077575831843986,0.010956906941790547
353,27060,0.9995741161452025,0.9456658795659617
354,27061,0.05007529182447357,0.009190199531584283
355,27062,0.9686796610354506,0.5238790882194183
356,27063,0.8444211013524398,0.30590226734688236
357,27064,0.9903563405195414,0.696660169130304
358,27065,0.9833249217068543,0.30027005838533577
359,27066,0.3977479939147342,0.12161582526432499
360,27067,0.4540852687686131,0.02124315288748315
361,27068,0.17710387063993138,0.03879727377047827
362,27069,0.9853631891958271,0.8031158434004294
363,27070,0.7351339832737174,0.7425842783903444
364,27071,0.9135958237206006,0.42561413091957995
365,27072,0.006024272799510802,0.004579159684575934
366,27073,0.9890785175739139,0.9916421335092661
367,27074,0.8111972897325794,0.18272269975297606
368,27075,0.02954285046955598,0.0012580592013197557
369,27076,0.9869953374863025,0.9998497357647304
370,27077,0.9762999517974805,0.7165355588237915
371,27078,0.9982796238507325,0.9713855031778064
372,27079,0.39035119291686743,0.32917685535922786
373,27080,0.9931867462371028,0.9938976747252334
374,27081,0.9277197728670165,0.7409228087638674
375,27082,0.27649727285142195,0.005231131427088335
376,27083,0.1980415663758292,0.08822790719289572
377,27084,0.9951377814413679,0.3425605693164623
378,27085,0.9935359765140404,0.931244633035575
379,27086,0.15970809310089826,0.015632475190809354
380,27087,0.4160795310361575,0.13926566400977636
381,27088,0.8281138489806331,0.07554962609304283
382,27089,0.8604033641618075,0.25185811255412277
383,27090,0.9935225202967819,0.7902122214304839
384,27091,0.6401171244616976,0.06565068007858996
385,27092,0.9330357998870138,0.48343986724867255
386,27093,0.9995384612040662,0.9140867671756838
387,27094,0.9258711660577826,0.9328621114546686
388,27095,0.7379672796369943,0.18597100731187394
389,27096,0.014902461001799257,0.007497507832278326
390,27097,0.8475067761723107,0.11071370645333678
391,27098,0.40471847551372536,0.046952386396285996
392,27099,0.9599200370456229,0.41439891333444595
393,27100,0.31784778515571943,0.7344787972699379
394,27101,0.9307358350066786,0.9998124220039517
395,27102,0.009325939590542466,0.005015334683971381
396,27103,0.9726672399445576,0.06204392622010147
397,27104,0.6978526923794934,0.14944368499918967
398,27105,0.7668378216385828,0.2812473638496113
399,27106,0.8910060103357981,0.8020779527164539
400,27107,0.9868574097517451,0.7864155071627638
401,27108,0.7243743573811384,0.423348802361105
402,27109,0.8676006554544382,0.8608638395723447
403,27110,0.9545565845321685,0.7862345685489658
404,27111,0.9937449625198492,0.5511845643878154
405,27112,0.03834458919407311,0.0016308868907531692
406,27113,0.9261813900878612,0.36582402210978004
407,27114,0.9331003443654147,0.21887913050161073
408,27115,0.9431010519248526,0.359249280802181
409,27116,0.9527793479152922,0.7286336608677519
410,27117,0.9817739866605798,0.12899794929974917
411,27118,0.017744302605294235,0.005204002938503154
412,27119,0.30582428253827665,0.0008508370469200535
413,27120,0.9118644371900355,0.7370378944211099
414,27121,0.6511070341845067,0.5282568264427279
415,27122,0.2421952832212268,0.17473820683121347
416,27123,0.6605121297418846,0.24891422888075143
417,27124,0.8410657157292454,0.1584450440678744
418,27125,0.6663116916351177,0.4291308853431703
419,27126,0.9677627353276299,0.9546367785378878
420,27127,0.989999426967123,0.7954939295436164
421,27128,0.9033850820860378,0.7813954604856945
422,27129,0.21041844880986277,0.12550603459728127
423,27130,0.9998297191630318,0.9751948808566323
424,27131,0.9940466149825037,0.9963715759926449
425,27132,0.9987913948457787,0.972620940677141
426,27133,0.9852332029148334,0.9165254063961572
427,27134,0.9478854915151348,0.7992586910040108
428,27135,0.9546838310203397,0.4373235516112783
429,27136,0.9007796269873661,0.0393728144972708
430,27137,0.9999703051441017,0.9999382644102982
431,27138,0.40424725582398136,0.12069472340249607
432,27139,0.9832607784986753,0.9290649707886683
433,27140,0.0203896613756464,0.020833219433764538
434,27141,0.6614422467960598,0.44861204124814763
435,27142,0.03627160932959837,0.0677797799559594
436,27143,0.9114530447265254,0.17095211174110436
437,27144,0.8130833975000555,0.03510097254767839
438,27145,0.6702580686843401,0.01615900071157312
439,27146,0.8328506552982154,0.41644916356836853
440,27147,0.9334143178608567,0.042941927678430886
441,27148,0.9852750644527539,0.9379085501931458
442,27149,0.28509192689068724,0.02076504100205882
443,27150,0.9992540536027436,0.995944013975648
444,27151,0.9860292435877428,0.636627683427091
445,27152,0.9975865731001227,0.9936423205038533
446,27153,0.9972935400883601,0.8433282408896736
447,27154,0.9657691177605039,0.5447020775819507
448,27155,0.19960144490481643,0.28226856621997154
449,27156,0.3457849894469259,0.03440723575294551
450,27157,0.9794055710472482,0.994526615031056
451,27158,0.7661842166433664,0.679564997052052
452,27159,0.9132849276062223,0.8027411733957511
453,27160,0.9791969908471116,0.9389600576757287
454,27161,0.9969027807805007,0.9370931198152576
455,27162,0.79781580593328,0.14319588518260015
456,27163,0.840421202659412,0.9995479557989044
457,27164,0.9682907585859241,0.40028646794715933
458,27165,0.8263701723502878,0.16175759912323112
459,27166,0.2180547624208679,0.04798138106610231
460,27167,0.9786526677285959,0.5820068092285332
461,27168,0.9173306192676887,0.3689730787751538
462,27169,0.9843963668385606,0.9646534964212866
463,27170,0.7188899428582132,0.025081153130094944
464,27171,0.6371963466699623,0.17650045484876217
465,27172,0.94435449592126,0.9843700964972731
466,27173,0.8862278132898478,0.048372323057154484
467,27174,0.47526455679919555,0.5213573017478682
468,27175,0.770986931295574,0.8344138396453386
469,27176,0.9991166572050807,0.984265800198867
470,27177,0.9195842266806185,0.8410190435148587
471,27178,0.9453467325298368,0.20814962079964305
472,27179,0.9832031893374491,0.9652288516803785
473,27180,0.9884944912454894,0.9839735672517663
474,27181,0.9911327737372724,0.8710125054745679
475,27182,0.024535017098403368,0.0018925587653681355
476,27183,0.12286819359401357,0.032029955133656175
477,27184,0.9956022502634931,0.9908746931214093
478,27185,0.9822524760900235,0.9436370705408179
479,27186,0.9337315085281753,0.26248058702889837
480,27187,0.00878913933405958,0.017446714640681305
481,27188,0.9999955281995886,0.997225020672437
482,27189,0.9948750104986019,0.9809128595139189
483,27190,0.5687957820888074,0.17478424563421174
484,27191,0.9698843289535551,0.912654216538645
485,27192,0.6792939588918938,0.3290225322475749
486,27193,0.9653691905447686,0.3784893350488835
487,27194,0.9849537704290846,0.10370188628756088
488,27195,0.9312932257090305,0.6840314738198541
489,27196,0.5847433401699873,0.6393583052962498
490,27197,0.9371054748885466,0.4302060053838437
491,27198,0.24793848121720932,0.610068424008669
492,27199,0.9853742475922832,0.18266618284372055
493,27200,0.9734935159906992,0.9546091511201029
494,27201,0.00909108895492891,0.017157760835327166
495,27202,0.9998768197255529,0.9606724561027817
496,27203,0.43146321172262725,0.032123616253429334
497,27204,0.004308892458444745,0.018024453453332877
498,27205,0.6405733551592093,0.1047408007824067
499,27206,0.990990058703482,0.7757189694746214
500,27207,0.980015038645321,0.9718757915874696
501,27208,0.3726747172678905,0.007377963077870183
502,27209,0.9248516156171711,0.19638221281853183
503,27210,0.7657694539372281,0.21732509830043967
504,27211,0.9832490457878853,0.618584897273227
505,27212,0.9938057282104226,0.8945598413677263
506,27213,0.9074441475469267,0.03860443413554183
507,27214,0.5864602866240323,0.11416172687442053
508,27215,0.8909534413222255,0.25919136160999573
509,27216,0.9042324337337654,0.5287034222406342
510,27217,0.026030252633439523,0.10051664396252173
511,27218,0.99986196545307,0.9997276511718167
512,27219,0.999133373421465,0.8511662070778809
513,27220,0.16334150478105916,0.06732774114614032
514,27221,0.9912228877975663,0.9787873128632449
515,27222,0.029930368429505062,0.014599682790344229
516,27223,0.16766036117060754,0.03961419990361809
517,27224,0.9900047045991605,0.878783350902447
518,27225,0.9963418404302409,0.9740265757024127
519,27226,0.00838258461617832,0.008222061651584357
520,27227,0.9972317326068217,0.9847273481100582
521,27228,0.9959216867756636,0.9996903834445783
522,27229,0.9214683306272692,0.12045991499362628
523,27230,0.008980851383972678,0.0016230177793589338
524,27231,0.9571241884619057,0.7621967740782597
525,27232,0.6103073404698972,0.033488856734482556
526,27233,0.9999388439453459,0.998912210998786
527,27234,0.022718281847034224,0.02235166848464744
528,27235,0.9714603491919326,0.9224074779822428
529,27236,0.6077700214426616,0.006303424629117001
530,27237,0.9935928270834001,0.8921796001526515
531,27238,0.5355063908254972,0.42882278283613917
532,27239,0.9992024667832972,0.9821889962713054
533,27240,0.956741955317113,0.8023860076333924
534,27241,0.932056014124787,0.918777088415809
535,27242,0.7759899264612794,0.029523301672578058
536,27243,0.8049273062745359,0.6364308180462733
537,27244,0.8104294550963714,0.5755192366548397
538,27245,0.4745900642399797,0.060957948112278997
539,27246,0.9996055757848938,0.9984072838695951
540,27247,0.595582522402354,0.3383055793254307
541,27248,0.11094183688523547,0.036265387200132365
542,27249,0.9971661814446421,0.9902696457310166
543,27250,0.9916925334245265,0.9948998809443179
544,27251,0.9810846642265451,0.9315585314108071
545,27252,0.961827980576325,0.9911739445768278
546,27253,0.998228518628005,0.7958453748683468
547,27254,0.8729245637776382,0.042422207731201
548,27255,0.9219487241164519,0.005086632372536824
549,27256,0.9985511650984911,0.9428397560889838
550,27257,0.9989764907590843,0.6137909211706021
551,27258,0.9760562093746125,0.8461254744016189
552,27259,0.7880523260763577,0.9962340146803725
553,27260,0.7645982936316836,0.6913980354325165
554,27261,0.9869950301831535,0.8982137102601193
555,27262,0.9183241949677752,0.5618923039889189
556,27263,0.15875909494746251,0.025306740042542193
557,27264,0.7015562584242329,0.39564363232119143
558,27265,0.9903981172843865,0.9430095297265126
559,27266,0.11790675304934435,0.006424518397861513
560,27267,0.9999772668985947,0.9999775050967484
561,27268,0.9866754363497938,0.3545028213019201
562,27269,0.9691628237981914,0.17214217480777985
563,27270,0.008946541670983523,0.0027092091547218583
564,27271,0.9736864832991405,0.43834219948598424
565,27272,0.954675854793515,0.24674599551106444
566,27273,0.9614294703662972,0.752527569596222
567,27274,0.9949464924910858,0.9960534339109214
568,27275,0.9762274870867187,0.8519231449262495
569,27276,0.9980116796685871,0.6157119822161299
570,27277,0.6038695952325903,0.265390396120366
571,27278,0.5091165239358222,0.20371817705692732
572,27279,0.685410028876521,0.40422435043382543
573,27280,0.8227353964924756,0.8361035953696728
574,27281,0.9987638280296309,0.18350297460011433
575,27282,0.7750106407463924,0.010973204596452266
576,27283,0.004725049834483266,0.0008836935871144704
577,27284,0.9950518558929787,0.9885994075008305
578,27285,0.3962240452882748,0.018679274276169028
579,27286,0.950152684282596,0.5596733173129748
580,27287,0.8883280801557641,0.15498204880502753
581,27288,0.5079541439629239,0.15486786768786076
582,27289,0.9667510142740368,0.918876786919767
583,27290,0.9938550961318552,0.9596898915433629
584,27291,0.9997410240133281,0.9998291731890594
585,27292,0.9703589010564869,0.4536587070224978
586,27293,0.8201518074350351,0.35742859844277425
587,27294,0.8965583802751054,0.16320186185518987
588,27295,0.9206299271594611,0.7395742886038309
589,27296,0.9994565296107731,0.9997391675861208
590,27297,0.9893038581097102,0.7958436415550808
591,27298,0.1932124442945566,0.10980316415781642
592,27299,0.9279028803767339,0.6368662360163156
593,27300,0.9296547985003516,0.12039715101006712
594,27301,0.42060740326698487,0.17587437278717877
595,27302,0.7088577588002551,0.4251140791579593
596,27303,0.42094812913914414,0.3968302571849544
597,27304,0.7542640161636224,0.6039861292316195
598,27305,0.20281473995577073,0.03656644729765779
599,27306,0.5647951305894385,0.09165577708554361
600,27307,0.9960912103922371,0.9751748825081581
601,27308,0.008578372126078492,0.000753282421322099
602,27309,0.9895552925676848,0.9610935848846021
603,27310,0.9890809748850604,0.9233615755895089
604,27311,0.9960694573229214,0.9974546622274179
605,27312,0.9842203479053184,0.954196353533332
606,27313,0.9188572878416661,0.8101715606212744
607,27314,0.4401918973624653,0.19197597227651136
608,27315,0.9787059385202589,0.2622989943848431
